GeneName	PMID	PublicationYear
AFF2	24787137	2014
AFF2	24763282	2014
AFF2	24743386	2013
AFF2	24718368	2014
AFF2	24715853	2014
AFF2	24703901	2014
AFF2	24657592	2014
AFF2	24630283	2013
AFF2	24578575	2013
AFF2	24455203	2013
AFF2	24448548	2014
AFF2	24424424	2013
AFF2	24386347	2013
AFF2	24352881	2013
AFF2	24289922	2014
AFF2	24411078	2012
AFF2	24249225	2012
AFF2	24130133	2013
AFF2	23792063	2012
AFF2	23719910	2012
AFF2	23602499	2012
AFF2	23664607	2012
AFF2	23574351	2012
AFF2	23553633	2012
AFF2	23497562	2012
AFF2	23250915	2012
AFF2	23146966	2012
AFF2	23015788	2011
AFF2	22924671	2011
AFF2	22887750	2011
AFF2	22796595	2011
AFF2	22707411	2011
AFF2	22612820	2011
AFF2	22466801	2011
AFF2	22393900	2011
AFF2	22241100	2011
AFF2	22224633	2011
AFF2	22223546	2011
AFF2	22161987	2012
AFF2	22022567	2011
AFF2	22004265	2011
AFF2	21807882	2011
AFF2	21775729	2011
AFF2	21775737	2010
AFF2	21739600	2011
AFF2	21671049	2010
AFF2	21636656	2010
AFF2	21617890	2010
AFF2	21572337	2010
AFF2	21527394	2010
AFF2	21499798	2010
AFF2	21476992	2010
AFF2	21333793	2010
AFF2	21329465	2010
AFF2	21267007	2010
AFF2	21254876	2010
AFF2	21170301	2009
AFF2	21051337	2010
AFF2	20858229	2009
AFF2	20801083	2009
AFF2	20799337	2009
AFF2	20695523	2009
AFF2	20616364	2009
AFF2	20431035	2009
AFF2	20364100	2008
AFF2	20221430	2008
AFF2	20213777	2008
AFF2	20118148	2009
AFF2	20051238	2008
AFF2	20011099	2008
AFF2	19927162	2008
AFF2	19804849	2008
AFF2	19710035	2008
AFF2	19514725	2008
AFF2	19460937	2007
AFF2	19460939	2007
AFF2	19204162	2007
AFF2	19097038	2007
AFF2	19045956	2007
AFF2	19026394	2007
AFF2	18608667	2007
AFF2	18565783	2007
AFF2	18413472	2007
AFF2	18403614	2007
AFF2	18373410	2006
AFF2	18310361	2006
AFF2	18165971	2005
AFF2	18165276	2005
AFF2	17724287	2005
AFF2	17674408	2005
AFF2	17635840	2005
AFF2	17627386	2005
AFF2	17591512	2005
AFF2	17442505	2005
AFF2	17427188	2005
AFF2	17295053	2005
AFF2	17279084	2004
AFF2	17266074	2004
AFF2	17060569	2004
AFF2	16780889	2003
AFF2	16404832	2003
AFF2	16258159	2003
AFF2	16164596	2002
AFF2	16086015	2003
AFF2	16047092	2002
AFF2	16047089	2001
AFF2	15876460	2001
AFF2	15811008	2001
AFF2	15741991	2001
AFF2	15649335	2001
AFF2	15483045	2000
AFF2	15377638	2000
AFF2	14722156	2000
AFF2	14526174	2000
AFF2	14517952	1999
AFF2	12681986	2000
AFF2	12515381	2000
AFF2	12494438	2000
AFF2	11886710	2000
AFF2	11807410	2000
AFF2	11721935	1999
AFF2	11487573	2000
AFF2	11410685	1999
AFF2	11256870	1999
AFF2	11256878	1999
AFF2	11229516	1999
AFF2	11073538	1999
AFF2	11070156	1999
AFF2	10995510	1999
AFF2	10987654	1999
AFF2	10941804	1999
AFF2	23105278	1999
AFF2	10915764	1999
AFF2	10677308	1998
AFF2	10710419	1998
AFF2	10674158	1998
AFF2	10631132	1998
AFF2	10567518	1998
AFF2	10524257	1998
AFF2	10521303	1998
AFF2	10473539	1998
AFF2	10453736	1998
AFF2	10447261	1998
AFF2	10424820	1997
AFF2	10409756	1997
AFF2	10331601	1997
AFF2	10331600	1997
AFF2	9916838	1997
AFF2	9856500	1997
AFF2	9811938	1997
AFF2	9792200	1997
AFF2	9738717	1997
AFF2	9624140	1997
AFF2	9630071	1997
AFF2	9603608	1996
AFF2	9529778	1996
AFF2	9514250	1996
AFF2	9507388	1996
AFF2	9415473	1996
AFF2	9399905	1996
AFF2	9358013	1996
AFF2	9341861	1996
AFF2	9254854	1996
AFF2	9207038	1995
AFF2	9207112	1995
AFF2	9217973	1995
AFF2	9083093	1995
AFF2	9121457	1994
AFF2	9640603	1994
AFF2	9131013	1994
AFF2	8798682	1994
AFF2	8844064	1993
AFF2	8755928	1993
AFF2	8757937	1993
AFF2	8725793	1993
AFF2	8673086	1993
AFF2	8626781	1993
AFF2	8807333	1993
AFF2	8589687	1992
AFF2	8579216	NA
AFF2	7732383	NA
AFF2	8750357	NA
AFF2	7881407	NA
AFF2	8023854	NA
AFF2	8202379	NA
AFF2	8118462	NA
AFF2	8133508	NA
AFF2	8275089	NA
AFF2	7802803	NA
AFF2	7920626	NA
AFF2	7692601	NA
AFF2	8242066	NA
AFF2	8334699	NA
AFF2	8503450	NA
AFF2	8348150	NA
AFF2	1345166	NA
AFF3	37768318	2023
AFF3	24763282	2014
AR	37797921	2023
AR	37698160	2023
AR	37646005	2023
AR	37585105	2023
AR	37551886	2023
AR	37421883	2023
AR	37407555	2023
AR	37269008	2023
AR	37006329	2023
AR	36988133	2023
AR	36928898	2023
AR	36797998	2023
AR	36780807	2023
AR	36777637	2023
AR	36717478	2023
AR	36701310	2023
AR	36638893	2023
AR	36635061	2023
AR	36618024	2022
AR	36599645	2023
AR	36571524	2022
AR	36516086	2023
AR	37157870	2022
AR	37224214	2022
AR	37224215	2023
AR	37224216	2022
AR	36511872	2023
AR	36510265	2022
AR	36493768	2022
AR	37267898	2022
AR	36399603	2023
AR	36369844	2023
AR	36133907	2022
AR	10	2022
AR	36036008	2022
AR	10	2022
AR	35867854	2022
AR	35850241	2022
AR	35661131	2022
AR	35599735	2022
AR	35499057	2022
AR	35483041	2022
AR	35392298	2022
AR	35357736	2022
AR	10	2021
AR	35301072	2022
AR	35241644	2021
AR	35237894	2021
AR	35416572	2022
AR	35182509	2021
AR	35182497	2021
AR	35182498	2021
AR	35182508	2021
AR	34970537	2021
AR	34920960	2021
AR	34849883	2021
AR	34718701	2021
AR	34643298	2021
AR	34408077	2021
AR	34372915	2021
AR	34517885	2021
AR	34299126	2021
AR	34284322	2021
AR	34214898	2021
AR	34114350	2021
AR	33847015	2021
AR	33828295	2020
AR	33815737	2020
AR	33629768	2021
AR	33624863	2020
AR	33592237	2020
AR	33559681	2020
AR	33693694	2020
AR	33529321	2021
AR	33856446	2020
AR	33497365	2020
AR	33495349	2020
AR	33407074	2020
AR	33354116	2020
AR	33261638	2020
AR	33040085	2020
AR	33184460	2020
AR	33028632	2020
AR	32989102	2020
AR	32989099	2020
AR	32958650	2020
AR	32931575	2020
AR	32816195	2020
AR	32810583	2020
AR	32755582	2020
AR	32746884	2020
AR	32744307	2020
AR	32717741	2020
AR	33442037	2020
AR	32582297	2020
AR	32481586	2020
AR	32468478	2019
AR	32456808	2020
AR	32345345	2019
AR	32291635	2020
AR	32216057	2019
AR	32186845	2019
AR	32152060	2019
AR	32146146	2020
AR	32109384	2019
AR	32070397	2019
AR	32033960	2019
AR	31911468	2019
AR	31877117	2019
AR	31785809	2019
AR	31673878	2019
AR	31664034	2019
AR	31650522	2018
AR	32712765	2019
AR	31616370	2019
AR	32117003	2019
AR	31586346	2019
AR	31522753	2019
AR	31315673	2018
AR	31279523	2019
AR	31166002	2019
AR	31059641	2018
AR	31059640	2018
AR	31123342	2019
AR	31171870	2018
AR	31526747	2018
AR	31532969	2018
AR	31577898	2018
AR	31041398	2019
AR	30975744	2018
AR	30940675	2018
AR	30891637	2018
AR	30886222	2018
AR	30874991	2018
AR	30867264	2018
AR	32312882	2018
AR	32312883	2018
AR	30838350	2018
AR	30837566	2017
AR	30828501	2017
AR	30761510	2017
AR	30730308	2017
AR	30635474	2017
AR	30596685	2017
AR	30590615	2017
AR	30552117	2017
AR	30519163	2017
AR	30464193	2017
AR	30351503	2017
AR	30337273	2017
AR	30337274	2017
AR	30300666	2017
AR	30237783	2017
AR	30206283	2017
AR	30105547	2017
AR	30098193	2016
AR	30076049	2016
AR	30065630	2016
AR	30057112	2016
AR	30048811	2016
AR	29666341	2016
AR	29529236	2016
AR	29447396	2016
AR	29426412	2016
AR	29249939	2016
AR	29070698	2016
AR	28904984	2016
AR	28887402	2016
AR	28886202	2016
AR	29136408	2016
AR	28877480	2016
AR	28812047	2016
AR	29046887	2016
AR	28780536	2016
AR	28794153	2016
AR	28761930	2016
AR	28716278	2017
AR	28623239	2016
AR	28617590	2016
AR	28511915	2015
AR	28501822	2015
AR	28754667	2015
AR	28489755	2015
AR	28149918	2015
AR	28109580	2015
AR	27846236	2015
AR	27518705	2015
AR	27727437	2015
AR	27711053	2015
AR	27668106	2015
AR	27644330	2015
AR	27630650	2015
AR	27522354	2015
AR	27517091	2015
AR	27425605	2015
AR	27386501	2015
AR	27245480	2015
AR	27228352	2015
AR	27206881	2015
AR	27142428	2014
AR	27106929	2014
AR	27105111	2014
AR	27041225	2015
AR	26872663	2014
AR	26841305	2014
AR	26772404	2014
AR	28392990	2015
AR	28337409	2014
AR	26704351	2014
AR	26691666	2014
AR	26637282	2014
AR	26379101	2014
AR	26339677	2014
AR	26338206	2014
AR	26301374	2014
AR	26298608	2014
AR	26266536	2014
AR	26257173	2015
AR	26245150	2014
AR	26148061	2014
AR	26103061	2014
AR	26099177	2014
AR	26043854	2014
AR	25845763	2014
AR	25836407	2014
AR	25831023	2014
AR	10	2014
AR	25681319	2014
AR	25616511	2013
AR	25534560	2013
AR	25464841	2014
AR	25455261	2013
AR	25444128	2014
AR	25354648	2014
AR	25303993	2013
AR	25274186	2013
AR	25198290	2013
AR	25122660	2013
AR	25078280	2013
AR	25047668	2013
AR	25022367	2013
AR	24971578	2013
AR	24925468	2013
AR	24907641	2013
AR	24872216	2013
AR	24858524	2013
AR	24818014	2013
AR	24816001	2012
AR	24793825	2013
AR	24787137	2013
AR	24781112	2012
AR	24742458	2013
AR	24742452	2012
AR	24714088	2012
AR	24691413	2012
AR	24667739	2012
AR	24613765	2012
AR	24586819	2012
AR	24581743	2012
AR	24566949	2012
AR	24455203	2013
AR	24386347	2012
AR	24327207	2012
AR	24324172	2012
AR	24256885	2012
AR	24209901	2012
AR	24154603	2011
AR	24023969	2011
AR	23996585	2011
AR	23879205	2011
AR	23744686	2011
AR	23691127	2011
AR	23679084	2011
AR	23625326	2011
AR	23474817	2011
AR	23467468	2011
AR	23418481	2011
AR	23382970	2011
AR	23364790	2011
AR	23280845	2010
AR	25499576	2010
AR	23269675	2011
AR	23142667	2010
AR	23062703	2011
AR	23000103	2010
AR	22941760	2010
AR	30727155	2010
AR	22859693	2010
AR	22819977	2009
AR	22798143	2010
AR	22787155	2009
AR	22764244	2009
AR	22758909	2010
AR	22723857	2009
AR	22427994	2009
AR	22414340	2009
AR	22411849	2009
AR	22289650	2010
AR	22166607	2009
AR	22053702	2009
AR	21887706	2009
AR	21830088	2009
AR	21776984	2009
AR	21486239	2009
AR	21412835	2008
AR	21397024	2008
AR	21329459	2008
AR	21247881	2008
AR	21181307	2008
AR	21088112	2008
AR	21051337	2008
AR	21040903	2007
AR	21040891	2007
AR	21040891	2007
AR	21040903	2008
AR	20689246	2007
AR	20603324	2007
AR	20506029	2007
AR	20353269	2007
AR	20184516	2007
AR	20174632	2007
AR	20090835	2006
AR	19876374	2006
AR	19850517	2006
AR	19846582	2006
AR	19692580	2006
AR	19625949	2006
AR	19595718	2006
AR	19587282	2006
AR	20126336	2006
AR	19497852	2006
AR	19492241	2006
AR	19482445	2006
AR	19470458	2005
AR	19370769	2002
AR	19228953	2005
AR	19211034	2005
AR	19183198	2005
AR	19100835	2005
AR	19008940	2005
AR	18759347	2005
AR	18642379	2005
AR	18597733	2005
AR	18592136	2004
AR	18463734	2004
AR	18045775	2004
AR	18039028	2004
AR	17984450	2004
AR	17984063	2004
AR	17852020	2004
AR	17703324	2004
AR	17507624	2004
AR	17507457	2004
AR	17262846	2004
AR	17158949	2004
AR	17137601	2003
AR	16941147	2003
AR	16930014	2003
AR	16919418	2004
AR	16864772	2003
AR	16841945	2003
AR	16772330	2003
AR	16644517	2003
AR	16621916	2002
AR	16581313	2002
AR	16512877	2002
AR	16493814	2002
AR	16401743	2002
AR	16342177	2002
AR	16120311	2002
AR	15990087	2001
AR	15972723	NA
AR	15961406	2001
AR	15876692	2001
AR	15843400	2001
AR	15725470	2001
AR	15676280	2001
AR	15618160	2001
AR	15609126	2001
AR	15338496	2000
AR	15201464	2000
AR	15161263	2000
AR	15146455	2000
AR	15114529	2000
AR	15110243	2000
AR	15096564	2000
AR	15019706	2000
AR	15003169	2000
AR	15003165	2000
AR	14993268	2000
AR	14705117	1998
AR	14681885	2000
AR	14671308	2000
AR	14605819	1999
AR	12898143	1999
AR	12712207	1999
AR	12629121	1999
AR	12516053	1999
AR	12441336	1999
AR	12388541	1999
AR	12189162	1999
AR	12112211	1999
AR	11875046	1999
AR	11860984	1999
AR	11852098	1998
AR	11843702	1999
AR	11748752	1998
AR	11719273	1998
AR	11591855	1998
AR	11590133	1998
AR	11555624	1998
AR	11436124	1998
AR	11428460	1998
AR	11330644	1998
AR	11269509	1998
AR	11071107	1998
AR	11054139	1997
AR	11030410	1997
AR	10982187	1997
AR	10970838	1997
AR	10969848	1997
AR	10958659	1997
AR	10956560	1997
AR	10896266	1997
AR	10802667	1997
AR	10785256	1997
AR	10732798	1997
AR	10681084	1997
AR	10987912	1996
AR	10637497	1996
AR	10617922	1996
AR	10453742	1996
AR	10400640	1996
AR	10385915	1996
AR	10323245	1995
AR	9989622	1995
AR	9931411	1995
AR	9928824	1994
AR	9887340	1993
AR	9887331	1992
AR	9886069	NA
AR	9880240	NA
AR	9862982	NA
AR	9855520	NA
AR	9792200	NA
AR	9779809	NA
AR	9737785	NA
AR	9732460	NA
AR	9678312	NA
AR	9580659	NA
AR	9478975	NA
AR	9443873	NA
AR	9486868	NA
AR	9326946	NA
AR	9270667	NA
AR	9270598	NA
AR	9241271	NA
AR	9220968	NA
AR	9207112	NA
AR	9217973	NA
AR	9177790	NA
AR	9153531	NA
AR	9153129	NA
AR	9331900	NA
AR	9002673	NA
AR	8960833	NA
AR	8878435	NA
AR	8878417	NA
AR	8737374	NA
AR	8596916	NA
AR	8596908	NA
AR	8926495	NA
AR	8807333	NA
AR	8645957	NA
AR	7494041	NA
AR	7757084	NA
AR	8058147	NA
AR	8232348	NA
AR	1461383	NA
ARX	36571524	2022
ARX	33847015	2021
ARX	32033960	2020
ARX	19587282	2009
ARX	20126336	NA
ATN1	36994678	2023
ATN1	36751956	2023
ATN1	36599645	2023
ATN1	36571524	2022
ATN1	36359887	2022
ATN1	35182509	2022
ATN1	35182497	2022
ATN1	35182498	2021
ATN1	35182508	2021
ATN1	34968706	2021
ATN1	34474241	2021
ATN1	33721773	2020
ATN1	33681653	2020
ATN1	33106889	2020
ATN1	34152486	2020
ATN1	32920378	2019
ATN1	32711193	2019
ATN1	32675418	2018
ATN1	32129252	2018
ATN1	32129253	2018
ATN1	31493762	2017
ATN1	30525203	2016
ATN1	29801887	2016
ATN1	29444631	2015
ATN1	29352102	2015
ATN1	29249939	2014
ATN1	27896316	2014
ATN1	27400454	2014
ATN1	27399805	2013
ATN1	26374734	2012
ATN1	25842919	2012
ATN1	25466696	2011
ATN1	24972706	2011
ATN1	26173860	2011
ATN1	26173862	2010
ATN1	27085188	2009
ATN1	28549075	2008
ATN1	23883076	2007
ATN1	23364790	2007
ATN1	23026538	2007
ATN1	22527233	2007
ATN1	21909428	2006
ATN1	21757863	2005
ATN1	21075014	2006
ATN1	20589872	2006
ATN1	19370769	2005
ATN1	18358403	2004
ATN1	18182848	2004
ATN1	17961920	2003
ATN1	17420317	2003
ATN1	17003839	2003
ATN1	16858508	2003
ATN1	16379547	2002
ATN1	16251216	2001
ATN1	16199124	2001
ATN1	15637270	2001
ATN1	15553088	2001
ATN1	15148151	2001
ATN1	14517952	2001
ATN1	14510831	2001
ATN1	12925365	2000
ATN1	12805114	2000
ATN1	12215838	2000
ATN1	11807410	2000
ATN1	11689158	2000
ATN1	11574112	1999
ATN1	11571333	1999
ATN1	11524486	1999
ATN1	11240124	1999
ATN1	11198291	1999
ATN1	11038274	1999
ATN1	10927802	1999
ATN1	10927789	1998
ATN1	11405822	1998
ATN1	10768629	1998
ATN1	10766906	1998
ATN1	10721698	1998
ATN1	10677044	1998
ATN1	10515170	1998
ATN1	10453742	1997
ATN1	10441345	1997
ATN1	10332026	1997
ATN1	10085113	1997
ATN1	9887337	1997
ATN1	9758625	1997
ATN1	9705838	1997
ATN1	9696528	1997
ATN1	9647693	1996
ATN1	9529356	1996
ATN1	9507387	1996
ATN1	9462738	1996
ATN1	9361003	1996
ATN1	9126745	1994
ATN1	9126731	1994
ATN1	9124808	1994
ATN1	9106530	NA
ATN1	9090386	NA
ATN1	9054946	NA
ATN1	9050922	NA
ATN1	9012407	NA
ATN1	8644735	NA
ATN1	8852663	NA
ATN1	8926495	NA
ATN1	8559378	NA
ATN1	8559417	NA
ATN1	8557266	NA
ATN1	7842016	NA
ATN1	8136840	NA
ATN1	7734112	NA
ATXN1	37848721	2023
ATXN1	37827155	2023
ATXN1	37776516	2023
ATXN1	37397792	2023
ATXN1	37146135	2023
ATXN1	37043475	2023
ATXN1	36618024	2022
ATXN1	36599645	2023
ATXN1	36549973	2023
ATXN1	36291186	2022
ATXN1	36092952	2022
ATXN1	35962273	2023
ATXN1	35869263	2022
ATXN1	35726838	2022
ATXN1	35573049	2022
ATXN1	35525134	2022
ATXN1	35182509	2022
ATXN1	35182497	2022
ATXN1	35182498	2021
ATXN1	35182508	2021
ATXN1	35052497	2022
ATXN1	34970537	2021
ATXN1	34830553	2021
ATXN1	34635619	2021
ATXN1	34372915	2021
ATXN1	34517885	2021
ATXN1	34179866	2020
ATXN1	34160773	2020
ATXN1	34159894	2020
ATXN1	33502644	2020
ATXN1	33276461	2020
ATXN1	32954321	2020
ATXN1	32761094	2020
ATXN1	32582864	2020
ATXN1	32580238	2020
ATXN1	32520333	2019
ATXN1	32160188	2019
ATXN1	32298361	2019
ATXN1	32129252	2019
ATXN1	32129253	2018
ATXN1	31940111	2018
ATXN1	31445906	2018
ATXN1	32199743	2018
ATXN1	31394429	2019
ATXN1	31342269	2018
ATXN1	33728569	2018
ATXN1	31271500	2018
ATXN1	30532692	2018
ATXN1	30324307	2017
ATXN1	29959555	2017
ATXN1	29932473	2017
ATXN1	29922950	2017
ATXN1	29666341	2017
ATXN1	29656178	2016
ATXN1	29462666	2017
ATXN1	29316893	2016
ATXN1	29249939	2015
ATXN1	28890930	2015
ATXN1	28444220	2015
ATXN1	29444203	2015
ATXN1	29444217	2015
ATXN1	28423040	2015
ATXN1	28386793	2014
ATXN1	27896316	2014
ATXN1	27848087	2014
ATXN1	27333979	2015
ATXN1	26677414	2014
ATXN1	26377379	2014
ATXN1	26377378	2014
ATXN1	26374734	2014
ATXN1	26295943	2014
ATXN1	26039897	2014
ATXN1	25595967	2014
ATXN1	25466696	2013
ATXN1	25344417	2014
ATXN1	25303857	2013
ATXN1	25255716	2012
ATXN1	24972706	2012
ATXN1	26173860	2012
ATXN1	26173862	2013
ATXN1	27085188	2012
ATXN1	28549075	2011
ATXN1	24780882	2011
ATXN1	24594842	2011
ATXN1	24359926	2011
ATXN1	24318420	2011
ATXN1	24269018	2010
ATXN1	24209901	2009
ATXN1	23376683	2009
ATXN1	23368522	2009
ATXN1	23083689	2009
ATXN1	23026538	2008
ATXN1	22884877	2008
ATXN1	22753119	2007
ATXN1	22718440	2007
ATXN1	22492559	2007
ATXN1	22053702	2007
ATXN1	21909428	2006
ATXN1	21562248	2006
ATXN1	21562249	2006
ATXN1	21282659	2005
ATXN1	21051337	2004
ATXN1	20667868	2005
ATXN1	20069235	2004
ATXN1	19651850	2004
ATXN1	19370769	2004
ATXN1	19234597	2004
ATXN1	18418679	2004
ATXN1	18252747	2004
ATXN1	18182848	2004
ATXN1	17961920	2004
ATXN1	17420317	2004
ATXN1	17116127	2003
ATXN1	16924013	2003
ATXN1	16498633	2002
ATXN1	16385455	2002
ATXN1	15970586	2001
ATXN1	15553088	2001
ATXN1	15533937	2001
ATXN1	15505178	2001
ATXN1	15300851	2001
ATXN1	15201271	2000
ATXN1	15167689	2000
ATXN1	15148151	2000
ATXN1	15096564	2000
ATXN1	15080863	2000
ATXN1	14967767	1999
ATXN1	14967764	1999
ATXN1	14966163	1998
ATXN1	12963369	1999
ATXN1	12757707	1998
ATXN1	11973625	1998
ATXN1	11839840	1998
ATXN1	11807410	1998
ATXN1	11804332	1998
ATXN1	11760030	1998
ATXN1	11346374	1998
ATXN1	11160961	1998
ATXN1	11030410	1998
ATXN1	11017075	1998
ATXN1	10785256	1998
ATXN1	10768629	1998
ATXN1	10766906	1997
ATXN1	10556293	1997
ATXN1	10453742	1997
ATXN1	10374379	1997
ATXN1	9973298	1997
ATXN1	9860298	1997
ATXN1	9855520	1997
ATXN1	9792200	1997
ATXN1	9758625	1996
ATXN1	9696528	1996
ATXN1	9674805	1996
ATXN1	9536097	1996
ATXN1	9536082	1996
ATXN1	9559993	1995
ATXN1	9549522	1995
ATXN1	9507387	1995
ATXN1	9450899	1995
ATXN1	9403486	1995
ATXN1	9403480	1995
ATXN1	9339681	1994
ATXN1	9259275	1994
ATXN1	10735276	1994
ATXN1	9124808	1994
ATXN1	9106530	1993
ATXN1	9401013	1993
ATXN1	9088110	NA
ATXN1	8912795	NA
ATXN1	8836939	NA
ATXN1	8900536	NA
ATXN1	8559378	NA
ATXN1	8559417	NA
ATXN1	7496771	NA
ATXN1	7553854	NA
ATXN1	24283687	NA
ATXN1	7668288	NA
ATXN1	7543989	NA
ATXN1	7762567	NA
ATXN1	8037204	NA
ATXN1	7922453	NA
ATXN1	8198139	NA
ATXN1	8118462	NA
ATXN1	8111382	NA
ATXN1	8358429	NA
ATXN10	36092952	2022
ATXN10	34970537	2021
ATXN10	33502644	2021
ATXN10	32582864	2020
ATXN10	32520333	2020
ATXN10	32160188	2020
ATXN10	32298361	2020
ATXN10	32129252	2019
ATXN10	32129253	2019
ATXN10	31445906	2018
ATXN10	32199743	2019
ATXN10	31342269	2018
ATXN10	33728569	2017
ATXN10	29932473	2017
ATXN10	29922950	2015
ATXN10	29316893	2015
ATXN10	28890930	2015
ATXN10	28423040	2014
ATXN10	26374734	2014
ATXN10	26295943	2014
ATXN10	26039897	2013
ATXN10	25466696	2012
ATXN10	24318420	2012
ATXN10	24269018	2011
ATXN10	23083689	2011
ATXN10	23026538	2009
ATXN10	22492559	2009
ATXN10	22053702	2007
ATXN10	21282659	2006
ATXN10	19651850	2006
ATXN10	19234597	2006
ATXN10	17961920	2005
ATXN10	16924013	2004
ATXN10	16498633	2004
ATXN10	16385455	2004
ATXN10	15970586	2004
ATXN10	15505178	2002
ATXN10	15201271	2001
ATXN10	15148151	2000
ATXN10	15096564	1999
ATXN10	11839840	NA
ATXN10	11160961	NA
ATXN10	11017075	NA
ATXN10	9973298	NA
ATXN2	37906407	2023
ATXN2	37848721	2023
ATXN2	37821389	2023
ATXN2	37397792	2023
ATXN2	37379724	2023
ATXN2	37202167	2023
ATXN2	37146135	2023
ATXN2	37070044	2023
ATXN2	37043475	2023
ATXN2	36894829	2023
ATXN2	36618024	2022
ATXN2	36209056	2022
ATXN2	9357455	2022
ATXN2	35962273	2023
ATXN2	35869263	2022
ATXN2	35787375	2022
ATXN2	35599735	2022
ATXN2	35525134	2022
ATXN2	35297556	2022
ATXN2	35182509	2022
ATXN2	35182497	2022
ATXN2	35182498	2021
ATXN2	35182508	2021
